ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1227	"ENSG00000176393.10"	"RNPEP"	chr1	+	201989382	201989531	201996146	201996263	201988903	201989044	201997318	201997554
1228	"ENSG00000176393.10"	"RNPEP"	chr1	+	201989382	201989531	201996146	201996409	201988903	201989044	201997318	201997554
1229	"ENSG00000176393.10"	"RNPEP"	chr1	+	201996146	201996263	201997318	201997554	201989382	201989531	201999901	202000015
1230	"ENSG00000168397.16"	"ATG4B"	chr2	+	241651883	241651974	241653306	241653369	241651263	241651335	241653511	241653610
1231	"ENSG00000233184.6"	"RP11-421L21.3"	chr1	+	101075275	101075394	101075394	101075716	101072659	101072830	101077362	101077508
1232	"ENSG00000026751.16"	"SLAMF7"	chr1	+	160748193	160748514	160749820	160750093	160739056	160739356	160751344	160751448
1233	"ENSG00000026751.16"	"SLAMF7"	chr1	+	160748193	160748514	160749820	160750093	160739056	160739356	160752185	160752248
1234	"ENSG00000026751.16"	"SLAMF7"	chr1	+	160750303	160750423	160751344	160751448	160749820	160750093	160752185	160752248
1235	"ENSG00000178568.14"	"ERBB4"	chr2	-	211657753	211657828	211657949	211657994	211630461	211630594	211665322	211665477
1236	"ENSG00000174123.10"	"TLR10"	chr4	-	38775774	38775963	38776109	38776426	38772238	38775652	38782920	38782990
1237	"ENSG00000049540.16"	"ELN"	chr7	+	74042613	74042706	74046187	74046217	74041215	74041251	74046695	74046767
1238	"ENSG00000049540.16"	"ELN"	chr7	+	74043878	74043920	74046187	74046217	74043117	74043168	74046695	74046767
1239	"ENSG00000115648.13"	"MLPH"	chr2	+	237527376	237527516	237534563	237534647	237525600	237525805	237540347	237540533
1240	"ENSG00000124508.16"	"BTN2A2"	chr6	+	26385014	26385362	26388012	26388294	26383791	26383915	26390004	26390211
1241	"ENSG00000177479.19"	"ARIH2"	chr3	+	48924717	48924839	48927461	48927813	48922747	48922811	48961611	48961679
1242	"ENSG00000177479.19"	"ARIH2"	chr3	+	48924717	48924839	48944981	48945181	48922747	48922811	48961611	48961679
1243	"ENSG00000177479.19"	"ARIH2"	chr3	+	48924717	48924839	48945135	48945181	48922747	48922811	48961611	48961679
1244	"ENSG00000177479.19"	"ARIH2"	chr3	+	48927461	48927813	48945135	48945181	48918820	48918998	48961611	48961679
1245	"ENSG00000177479.19"	"ARIH2"	chr3	+	48927461	48927813	48944981	48945181	48922747	48922811	48961611	48961679
1246	"ENSG00000177479.19"	"ARIH2"	chr3	+	48927461	48927813	48945135	48945181	48922747	48922811	48961611	48961679
1247	"ENSG00000177479.19"	"ARIH2"	chr3	+	48927461	48927813	48945135	48945181	48924717	48924839	48961611	48961679
1248	"ENSG00000125459.14"	"MSTO1"	chr1	+	155611215	155611241	155611548	155611603	155611038	155611108	155611688	155611827
1249	"ENSG00000170113.15"	"NIPA1"	chr15	+	22813632	22813714	22814082	22814153	22812162	22812253	22820312	22820473
1250	"ENSG00000177565.16"	"TBL1XR1"	chr3	-	177064919	177065022	177079826	177079945	177053772	177053918	177098465	177098541
1251	"ENSG00000177565.16"	"TBL1XR1"	chr3	-	177079826	177079945	177086964	177087041	177064919	177065022	177098465	177098541
1252	"ENSG00000177565.16"	"TBL1XR1"	chr3	-	177079826	177079945	177091150	177091180	177064919	177065022	177098465	177098541
1253	"ENSG00000177565.16"	"TBL1XR1"	chr3	-	177086964	177087041	177091150	177091180	177064919	177065022	177098465	177098541
1254	"ENSG00000177565.16"	"TBL1XR1"	chr3	-	177098465	177098541	177110808	177110887	177064919	177065022	177197120	177197227
1255	"ENSG00000181523.12"	"SGSH"	chr17	-	80214614	80214765	80215032	80215138	80214171	80214328	80217031	80217192
1256	"ENSG00000080947.14"	"CROCCP3"	chr1	-	16486425	16486661	16489684	16489791	16485568	16485665	16490617	16490783
1257	"ENSG00000116171.17"	"SCP2"	chr1	+	52941795	52941853	52948008	52948080	52927285	52927465	52950754	52950886
1258	"ENSG00000116171.17"	"SCP2"	chr1	+	52948008	52948080	52950754	52950886	52941795	52941853	52954739	52954804
1259	"ENSG00000116171.17"	"SCP2"	chr1	+	53027968	53028071	53038916	53039046	53014965	53015043	53047857	53047937
1260	"ENSG00000227617.8"	"CERS6-AS1"	chr2	-	168775195	168775315	168777812	168777937	168774820	168774951	168783954	168784047
1261	"ENSG00000227617.8"	"CERS6-AS1"	chr2	-	168775195	168775370	168777812	168777937	168774820	168774951	168783954	168784047
1262	"ENSG00000163939.18"	"PBRM1"	chr3	-	52554723	52554879	52558248	52558413	52550746	52550817	52561766	52561968
1263	"ENSG00000156313.13"	"RPGR"	chrX	-	38287093	38287245	38287864	38288041	38276586	38276772	38290958	38291024
1264	"ENSG00000073417.14"	"PDE8A"	chr15	+	85089337	85089416	85091043	85091181	85083555	85083644	85097947	85098036
1265	"ENSG00000118513.18"	"MYB"	chr6	+	135194355	135194460	135195747	135196002	135193837	135193918	135198907	135199050
1266	"ENSG00000118513.18"	"MYB"	chr6	+	135196725	135196908	135196960	135197323	135195747	135195917	135198907	135199050
1267	"ENSG00000118513.18"	"MYB"	chr6	+	135196725	135196908	135196960	135197323	135195747	135196002	135198907	135199050
1268	"ENSG00000112715.21"	"VEGFA"	chr6	+	43778459	43778536	43782010	43782087	43777468	43777665	43784540	43784562
1269	"ENSG00000112715.21"	"VEGFA"	chr6	+	43780731	43780803	43781955	43782052	43778888	43778918	43784540	43784562
1270	"ENSG00000112715.21"	"VEGFA"	chr6	+	43780731	43780803	43781955	43782087	43778888	43778918	43784540	43784562
1271	"ENSG00000187391.20"	"MAGI2"	chr7	-	78554566	78554671	78583420	78583494	78521429	78521645	78627119	78627239
1272	"ENSG00000143549.19"	"TPM3"	chr1	-	154171412	154171488	154172028	154172104	154170648	154170711	154172907	154172978
1273	"ENSG00000224596.7"	"RP11-202P11.1"	chr10	-	79050281	79050417	79054595	79054728	79048773	79048932	79065746	79065819
1274	"ENSG00000138376.10"	"BARD1"	chr2	-	214780559	214781509	214792296	214792445	214769231	214769312	214797060	214797117
1275	"ENSG00000113522.13"	"RAD50"	chr5	+	132591223	132591406	132591876	132592034	132589630	132589837	132594868	132595044
1276	"ENSG00000147050.14"	"KDM6A"	chrX	+	45060021	45060156	45060608	45060764	45059246	45059466	45061323	45061419
1277	"ENSG00000173166.17"	"RAPH1"	chr2	-	203470238	203470313	203477075	203477156	203461847	203461925	203489583	203490089
1278	"ENSG00000059588.9"	"TARBP1"	chr1	-	234398381	234398553	234400852	234400948	234393645	234393837	234401180	234401262
1279	"ENSG00000184060.10"	"ADAP2"	chr17	+	30926826	30926918	30931888	30931968	30922939	30923070	30934184	30934297
1280	"ENSG00000152601.17"	"MBNL1"	chr3	+	152455541	152455577	152456266	152456361	152447619	152447773	152459270	152459345
1281	"ENSG00000184182.18"	"UBE2F"	chr2	+	237973648	237973747	237986161	237986292	237973091	237973225	237987962	237987992
1282	"ENSG00000184182.18"	"UBE2F"	chr2	+	237994743	237994809	238016565	238016633	237987962	237987992	238025341	238025412
1283	"ENSG00000184182.18"	"UBE2F"	chr2	+	238016565	238016633	238025341	238025412	237994743	237994809	238030555	238030613
1284	"ENSG00000184182.18"	"UBE2F"	chr2	+	238025341	238025412	238030555	238030613	238016565	238016633	238032221	238032254
1285	"ENSG00000081237.19"	"PTPRC"	chr1	+	198694017	198694140	198696711	198696909	198692346	198692373	198699563	198699704
1286	"ENSG00000182150.15"	"ERCC6L2"	chr9	+	95928078	95928150	95928150	95928277	95923259	95923379	95928718	95928864
1287	"ENSG00000121446.18"	"RGSL1"	chr1	+	182460623	182460756	182472395	182472557	182460003	182460133	182488284	182488347
1288	"ENSG00000129255.15"	"MPDU1"	chr17	+	7585945	7586078	7586691	7586777	7585731	7585797	7586898	7587017
1289	"ENSG00000129255.15"	"MPDU1"	chr17	+	7586691	7586838	7586898	7587017	7585945	7586078	7587160	7587271
1290	"ENSG00000108021.20"	"FAM208B"	chr10	+	5714134	5714207	5717658	5717750	5712822	5712918	5720543	5720668
1291	"ENSG00000172053.17"	"QARS"	chr3	-	49101354	49101441	49101619	49101705	49100574	49100674	49101827	49101899
1292	"ENSG00000072952.18"	"MRVI1"	chr11	-	10633967	10634071	10652024	10652182	10631990	10632061	10690264	10690369
1293	"ENSG00000125450.10"	"NUP85"	chr17	+	75218184	75218306	75225102	75225237	75215753	75215823	75225341	75225464
1294	"ENSG00000118473.21"	"SGIP1"	chr1	+	66634079	66634163	66635943	66636015	66633069	66633094	66639776	66639833
1295	"ENSG00000118473.21"	"SGIP1"	chr1	+	66694438	66694504	66695433	66695493	66690189	66690316	66719293	66719405
1296	"ENSG00000187109.13"	"NAP1L1"	chr12	-	76056573	76056672	76059776	76059878	76056032	76056161	76060137	76060279
1297	"ENSG00000187109.13"	"NAP1L1"	chr12	-	76056573	76056672	76059797	76059878	76056032	76056161	76060137	76060279
1298	"ENSG00000099331.13"	"MYO9B"	chr19	+	17177796	17177886	17180926	17181040	17175662	17175741	17183828	17183868
1299	"ENSG00000166676.14"	"TVP23A"	chr16	-	10774951	10775096	10808536	10808606	10774038	10774128	10818102	10818182
1300	"ENSG00000166676.14"	"TVP23A"	chr16	-	10774951	10775547	10808536	10808606	10774038	10774128	10818102	10818182
1301	"ENSG00000235770.5"	"AC122136.1"	chr2	-	215641230	215641819	215740876	215741021	215624111	215624235	215743813	215743914
1302	"ENSG00000013725.14"	"CD6"	chr11	+	61013918	61014014	61015712	61015835	61013422	61013563	61017478	61017550
1303	"ENSG00000186567.12"	"CEACAM19"	chr19	+	44666957	44667321	44671303	44671436	44662277	44662398	44671745	44671986
1304	"ENSG00000093134.14"	"VNN3"	chr6	-	132726721	132727012	132728740	132728933	132724605	132724979	132734252	132734383
1305	"ENSG00000093134.14"	"VNN3"	chr6	-	132726721	132727012	132728740	132728979	132724605	132724979	132734252	132734383
1306	"ENSG00000110921.13"	"MVK"	chr12	+	109579801	109579946	109581394	109581550	109575997	109576145	109586021	109586125
1307	"ENSG00000284800.1"	"RP11-353J17.5"	chrX	-	102438552	102438674	102456806	102456914	102379993	102380089	102457672	102457812
1308	"ENSG00000170525.20"	"PFKFB3"	chr10	+	6229108	6229180	6231262	6231314	6228195	6228218	6232894	6233090
1309	"ENSG00000091073.19"	"DTX2"	chr7	+	76470299	76470419	76477113	76477178	76463544	76463709	76480420	76480777
1310	"ENSG00000112182.14"	"BACH2"	chr6	-	90252512	90252590	90271848	90271941	90206568	90206681	90296479	90296742
1311	"ENSG00000165609.12"	"NUDT5"	chr10	-	12180394	12180489	12184493	12184532	12179082	12179132	12184888	12184956
1312	"ENSG00000174175.16"	"SELP"	chr1	-	169611491	169611677	169612216	169612402	169609503	169609689	169612928	169613114
1313	"ENSG00000035115.21"	"SH3YL1"	chr2	-	242797	242871	243502	243562	234159	234272	247537	247602
1314	"ENSG00000035115.21"	"SH3YL1"	chr2	-	243502	243562	244626	244738	242797	242871	247537	247602
1315	"ENSG00000143727.15"	"ACP1"	chr2	+	272036	272150	272191	272305	271865	271939	275139	275201
1316	"ENSG00000185507.19"	"IRF7"	chr11	-	613950	614037	614173	614399	613784	613865	614475	614534
1317	"ENSG00000135912.10"	"TTLL4"	chr2	+	218747002	218747194	218747289	218747372	218746154	218746231	218747596	218747725
1318	"ENSG00000114786.16"	"ABHD14A-ACY1"	chr3	+	51984046	51984158	51985206	51985271	51978258	51978374	51985360	51985465
1319	"ENSG00000114786.16"	"ABHD14A-ACY1"	chr3	+	51984060	51984158	51985206	51985271	51978258	51978374	51985360	51985465
1320	"ENSG00000143797.11"	"MBOAT2"	chr2	-	8862270	8862322	8862589	8862722	8860612	8860764	8864169	8864234
1321	"ENSG00000227733.9"	"RP4-565E6.1"	chr1	-	148225075	148225289	148226493	148226621	148216936	148217130	148227987	148228069
1322	"ENSG00000151726.13"	"ACSL1"	chr4	-	184770254	184770332	184770398	184770476	184768315	184768450	184773080	184773154
1323	"ENSG00000120948.16"	"TARDBP"	chr1	+	11015523	11015646	11016122	11016254	11013715	11013965	11016843	11017007
1324	"ENSG00000077616.10"	"NAALAD2"	chr11	+	90158144	90158238	90159238	90159337	90152297	90152484	90162948	90163034
1325	"ENSG00000137522.17"	"RNF121"	chr11	+	71962151	71962289	71978085	71978235	71960749	71960891	71982760	71982915
1326	"ENSG00000143353.11"	"LYPLAL1"	chr1	+	219179399	219179426	219193081	219193251	219179146	219179246	219210531	219210647
1327	"ENSG00000143353.11"	"LYPLAL1"	chr1	+	219179399	219179426	219193129	219193251	219179146	219179246	219210531	219210647
1328	"ENSG00000113966.9"	"ARL6"	chr3	+	97765990	97766089	97766631	97766690	97764520	97764977	97768080	97768230
1329	"ENSG00000118961.14"	"LDAH"	chr2	-	20790254	20790398	20801291	20801465	20774809	20774979	20823036	20823130
1330	"ENSG00000186952.14"	"TMEM232"	chr5	-	110610502	110610600	110617893	110617983	110606163	110606287	110618428	110618562
1331	"ENSG00000283782.2"	"AC116366.7"	chr5	+	132594868	132595044	132595103	132595201	132591876	132592034	132595572	132595810
1332	"ENSG00000204428.12"	"LY6G5C"	chr6	-	31681229	31681401	31683049	31683341	31679100	31679268	31683987	31684040
1333	"ENSG00000173698.17"	"ADGRG2"	chrX	-	19037466	19037490	19037588	19037636	19035941	19035977	19040188	19040224
1334	"ENSG00000122126.16"	"OCRL"	chrX	+	129575653	129575719	129575896	129576062	129575139	129575250	129576316	129576552
1335	"ENSG00000158089.14"	"GALNT14"	chr2	-	30992837	30993007	31114742	31114827	30966203	30966302	31125153	31125253
1336	"ENSG00000158089.14"	"GALNT14"	chr2	-	31073062	31073175	31114742	31114827	30992837	30993007	31125153	31125253
1337	"ENSG00000158089.14"	"GALNT14"	chr2	-	31125153	31125253	31132629	31132712	30992837	30993007	31137957	31138055
1338	"ENSG00000163681.14"	"SLMAP"	chr3	+	57864806	57864857	57865241	57865292	57864547	57864716	57871635	57871698
1339	"ENSG00000163681.14"	"SLMAP"	chr3	+	57865241	57865292	57871635	57871698	57864806	57864857	57890040	57890100
1340	"ENSG00000144895.11"	"EIF2A"	chr3	+	150558387	150558462	150562541	150562660	150552355	150552425	150563514	150563614
1341	"ENSG00000181027.10"	"FKRP"	chr19	+	46747233	46747294	46747578	46747732	46746057	46746090	46748026	46748088
1342	"ENSG00000181027.10"	"FKRP"	chr19	+	46747233	46747305	46747578	46747732	46746057	46746090	46748026	46748088
1343	"ENSG00000152953.12"	"STK32B"	chr4	+	5416844	5416934	5446672	5446776	5398206	5398244	5456806	5456923
1344	"ENSG00000143537.13"	"ADAM15"	chr1	+	155053416	155053493	155053909	155053988	155052670	155052777	155054149	155054226
1345	"ENSG00000143537.13"	"ADAM15"	chr1	+	155060762	155060832	155061417	155061489	155060204	155060343	155062244	155062369
1346	"ENSG00000143537.13"	"ADAM15"	chr1	+	155061414	155061489	155061903	155061975	155060762	155060832	155062244	155062369
1347	"ENSG00000143537.13"	"ADAM15"	chr1	+	155061414	155061489	155061903	155062117	155060762	155060832	155062244	155062369
1348	"ENSG00000143537.13"	"ADAM15"	chr1	+	155061575	155061646	155061903	155061975	155061417	155061489	155062244	155062369
1349	"ENSG00000227028.6"	"AC007254.3"	chr2	+	40114001	40114103	40209966	40210024	40104908	40104962	40223629	40223751
1350	"ENSG00000227028.6"	"AC007254.3"	chr2	+	40114001	40114103	40223629	40223751	40104908	40104962	40251683	40251729
1351	"ENSG00000057935.13"	"MTA3"	chr2	+	42579106	42579200	42609457	42609584	42570436	42570504	42640172	42640236
1352	"ENSG00000057935.13"	"MTA3"	chr2	+	42609457	42609584	42640172	42640236	42579106	42579200	42644126	42644244
1353	"ENSG00000115970.18"	"THADA"	chr2	-	43428099	43428231	43485233	43485325	43397970	43398139	43498832	43498955
1354	"ENSG00000183023.18"	"SLC8A1"	chr2	-	40175260	40175281	40177751	40177855	40174824	40174842	40178386	40178493
1355	"ENSG00000183036.10"	"PCP4"	chr21	+	39916065	39916186	39926046	39926191	39898475	39898527	39928983	39929397
1356	"ENSG00000197530.12"	"MIB2"	chr1	+	1625545	1625653	1626649	1626754	1625285	1625428	1626836	1626999
1357	"ENSG00000156171.14"	"DRAM2"	chr1	-	111122615	111122643	111124741	111124881	111120515	111120693	111126226	111126294
1358	"ENSG00000118194.18"	"TNNT2"	chr1	-	201369815	201369845	201372026	201372041	201368161	201368227	201372144	201372155
1359	"ENSG00000004777.18"	"ARHGAP33"	chr19	+	35778463	35778601	35778654	35778699	35778279	35778360	35779031	35779124
1360	"ENSG00000113761.11"	"ZNF346"	chr5	+	177041777	177041870	177044391	177044533	177041125	177041229	177050750	177050936
1361	"ENSG00000106829.18"	"TLE4"	chr9	+	79706746	79706899	79707122	79707218	79705888	79705942	79708117	79708250
1362	"ENSG00000224078.13"	"SNHG14"	chr15	+	25089613	25089866	25089911	25090010	25087466	25087599	25091589	25091719
1363	"ENSG00000172785.18"	"CBWD1"	chr9	-	147900	148040	150508	150725	146101	146158	152033	152078
1364	"ENSG00000172785.18"	"CBWD1"	chr9	-	147900	148040	151304	151427	146101	146158	152033	152078
1365	"ENSG00000172785.18"	"CBWD1"	chr9	-	150508	150725	151304	151427	146101	146158	152033	152078
1366	"ENSG00000172785.18"	"CBWD1"	chr9	-	160000	160140	161566	161654	156480	156527	162431	162469
1367	"ENSG00000172785.18"	"CBWD1"	chr9	-	163977	164037	164402	164448	162431	162469	172080	172172
1368	"ENSG00000155657.26"	"TTN"	chr2	-	178756221	178756797	178757541	178757916	178753123	178753180	178758983	178759172
1369	"ENSG00000115107.19"	"STEAP3"	chr2	+	119230619	119231034	119239362	119239430	119223830	119223888	119245488	119245988
1370	"ENSG00000285219.1"	"HULC"	chr6	+	8469990	8470132	8547116	8547214	8437939	8438031	8558584	8558643
1371	"ENSG00000285219.1"	"HULC"	chr6	+	8547116	8547214	8558584	8558643	8437939	8438031	8784190	8784337
1372	"ENSG00000285219.1"	"HULC"	chr6	+	8547116	8547214	8607007	8607168	8437939	8438031	8784190	8784337
1373	"ENSG00000285219.1"	"HULC"	chr6	+	8547116	8547214	8760376	8760495	8437939	8438031	8784190	8784337
1374	"ENSG00000285219.1"	"HULC"	chr6	+	8547116	8547214	8780248	8780367	8437939	8438031	8784190	8784337
1375	"ENSG00000285219.1"	"HULC"	chr6	+	8547116	8547214	8779886	8780007	8437962	8438031	8784190	8784337
1376	"ENSG00000285219.1"	"HULC"	chr6	+	8547116	8547214	8558584	8558643	8437962	8438031	8836510	8836574
1377	"ENSG00000285219.1"	"HULC"	chr6	+	8547116	8547214	8779886	8780007	8437962	8438031	8836510	8836574
1378	"ENSG00000285219.1"	"HULC"	chr6	+	8558584	8558643	8607007	8607168	8437939	8438031	8784190	8784337
1379	"ENSG00000285219.1"	"HULC"	chr6	+	8558584	8558643	8760376	8760495	8437939	8438031	8784190	8784337
1380	"ENSG00000285219.1"	"HULC"	chr6	+	8558584	8558643	8780248	8780367	8437939	8438031	8784190	8784337
1381	"ENSG00000285219.1"	"HULC"	chr6	+	8558584	8558643	8577267	8577449	8437962	8438031	8784179	8784337
1382	"ENSG00000285219.1"	"HULC"	chr6	+	8558584	8558643	8779886	8780007	8437962	8438031	8784190	8784337
1383	"ENSG00000285219.1"	"HULC"	chr6	+	8558584	8558643	8779886	8780007	8437962	8438031	8836510	8836574
1384	"ENSG00000285219.1"	"HULC"	chr6	+	8607007	8607168	8760376	8760495	8437939	8438031	8784190	8784337
1385	"ENSG00000285219.1"	"HULC"	chr6	+	8607007	8607168	8780248	8780367	8437939	8438031	8784190	8784337
1386	"ENSG00000285219.1"	"HULC"	chr6	+	8607007	8607168	8760376	8760495	8558584	8558643	8784190	8784337
1387	"ENSG00000285219.1"	"HULC"	chr6	+	8607007	8607168	8779886	8780007	8558584	8558643	8784190	8784337
1388	"ENSG00000285219.1"	"HULC"	chr6	+	8760376	8760495	8780248	8780367	8437939	8438031	8784190	8784337
1389	"ENSG00000285219.1"	"HULC"	chr6	+	8760376	8760495	8779886	8780007	8437962	8438031	8784190	8784337
1390	"ENSG00000285219.1"	"HULC"	chr6	+	8760376	8760495	8779886	8780007	8558584	8558643	8784190	8784337
1391	"ENSG00000285219.1"	"HULC"	chr6	+	8788821	8788946	8789309	8789418	8785116	8785271	8790271	8790434
1392	"ENSG00000285219.1"	"HULC"	chr6	+	8960706	8960815	8961454	8961564	8959855	8959950	8992164	8992294
1393	"ENSG00000285219.1"	"HULC"	chr6	+	8960706	8960815	8961458	8961564	8959855	8959950	8992164	8992294
1394	"ENSG00000113558.18"	"SKP1"	chr5	-	134170950	134171038	134173700	134173766	134167169	134167243	134173925	134174022
1395	"ENSG00000198780.11"	"FAM169A"	chr5	-	74813839	74814019	74834425	74834597	74805155	74805284	74838964	74839050
1396	"ENSG00000196975.15"	"ANXA4"	chr2	+	69788053	69788141	69803392	69803515	69781519	69781574	69804532	69804627
1397	"ENSG00000179818.13"	"AC136007.2"	chr2	-	69964230	69964427	69968398	69968520	69963253	69963500	69996685	69996888
1398	"ENSG00000179818.13"	"AC136007.2"	chr2	-	69964230	69964427	69975558	69975635	69963253	69963500	69996685	69996888
1399	"ENSG00000179818.13"	"AC136007.2"	chr2	-	69964230	69964427	69988445	69988505	69963253	69963500	69996685	69996888
1400	"ENSG00000179818.13"	"AC136007.2"	chr2	-	69964230	69964427	69988741	69988838	69963253	69963500	69996685	69996888
1401	"ENSG00000179818.13"	"AC136007.2"	chr2	-	69964230	69964427	69996685	69996888	69963253	69963500	70018014	70018131
1402	"ENSG00000179818.13"	"AC136007.2"	chr2	-	69968398	69968520	69975558	69975635	69963253	69963500	69996685	69996888
1403	"ENSG00000179818.13"	"AC136007.2"	chr2	-	69968398	69968520	69988445	69988505	69963253	69963500	69996685	69996888
1404	"ENSG00000179818.13"	"AC136007.2"	chr2	-	69968398	69968520	69988741	69988838	69963253	69963500	69996685	69996888
1405	"ENSG00000179818.13"	"AC136007.2"	chr2	-	69975558	69975635	69988445	69988505	69963253	69963500	69988741	69988838
1406	"ENSG00000179818.13"	"AC136007.2"	chr2	-	69975558	69975635	69988445	69988505	69963253	69963500	69996685	69996888
1407	"ENSG00000179818.13"	"AC136007.2"	chr2	-	69975558	69975635	69988741	69988838	69963253	69963500	69996685	69996888
1408	"ENSG00000179818.13"	"AC136007.2"	chr2	-	69975558	69975635	69996685	69996888	69963281	69963500	70018014	70018131
1409	"ENSG00000179818.13"	"AC136007.2"	chr2	-	69988445	69988505	69988741	69988838	69963253	69963500	69996685	69996888
1410	"ENSG00000179818.13"	"AC136007.2"	chr2	-	69988445	69988505	69988741	69988838	69975558	69975635	69996685	69996888
1411	"ENSG00000179818.13"	"AC136007.2"	chr2	-	69996685	69996888	70018014	70018131	69964230	69964427	70051202	70051305
1412	"ENSG00000179818.13"	"AC136007.2"	chr2	-	69996685	69996888	70032132	70032255	69988741	69988838	70051202	70051305
1413	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70003045	70003315	70011654	70011752	69996685	69996888	70051202	70051305
1414	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70003045	70003315	70018014	70018131	69996685	69996888	70051202	70051305
1415	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70003045	70003315	70032132	70032255	69996685	69996888	70051202	70051305
1416	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70011654	70011718	70015447	70015580	69996685	69996888	70018014	70018131
1417	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70011654	70011752	70018014	70018131	69996685	69996888	70051202	70051305
1418	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70011654	70011752	70032132	70032255	69996685	69996888	70051202	70051305
1419	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70018014	70018131	70032132	70032255	69996685	69996888	70051202	70051305
1420	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70018014	70018131	70051202	70051305	69996685	69996888	70055713	70055910
1421	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70051202	70051305	70055713	70055910	70018014	70018131	70059642	70059680
1422	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70051202	70051305	70077300	70077381	70018014	70018131	70083537	70083687
1423	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70053730	70053792	70055655	70055910	70051202	70051305	70059642	70059680
1424	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70053730	70053792	70055713	70055910	70051202	70051305	70059642	70059680
1425	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70053730	70053792	70059642	70059680	70051202	70051305	70083537	70083687
1426	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70053730	70053792	70077300	70077381	70051202	70051305	70083537	70083687
1427	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70055655	70055910	70059642	70059680	70051202	70051305	70077300	70077381
1428	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70055713	70055910	70059642	70059680	70051202	70051305	70083506	70083687
1429	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70055713	70055910	70077300	70077381	70051202	70051305	70083506	70083687
1430	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70055713	70055910	70059642	70059680	70053730	70053792	70085546	70085624
1431	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70055713	70055910	70083537	70083687	70053730	70053792	70085546	70085624
1432	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70059642	70059680	70077300	70077381	70051202	70051305	70083506	70083687
1433	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70059642	70059680	70077300	70077381	70051202	70051305	70083537	70083687
1434	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70059642	70059680	70083506	70083687	70051202	70051305	70085546	70085624
1435	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70059642	70059680	70083537	70083687	70051202	70051305	70085546	70085624
1436	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70059642	70059680	70083537	70083687	70053730	70053792	70085546	70085624
1437	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70059642	70059680	70077300	70077381	70055655	70055910	70085546	70085624
1438	"ENSG00000179818.13"	"AC136007.2"	chr2	-	70059642	70059680	70083506	70083687	70055713	70055910	70085546	70085624
1439	"ENSG00000147996.16"	"CBWD5"	chr9	+	65690555	65690601	65690966	65691026	65682765	65682857	65692570	65692608
1440	"ENSG00000147996.16"	"CBWD5"	chr9	+	65693385	65693473	65694904	65695049	65692570	65692608	65698514	65698561
1441	"ENSG00000147996.16"	"CBWD5"	chr9	+	65704330	65704414	65707012	65707152	65702969	65703014	65708901	65708958
1442	"ENSG00000147996.16"	"CBWD5"	chr9	+	65704330	65704547	65707012	65707152	65702969	65703014	65708901	65708958
1443	"ENSG00000157103.11"	"SLC6A1"	chr3	+	11013994	11014184	11014717	11014874	10992753	10992929	11015671	11015733
1444	"ENSG00000157103.11"	"SLC6A1"	chr3	+	11014065	11014184	11014717	11014874	10992753	10992929	11015671	11015733
1445	"ENSG00000157103.11"	"SLC6A1"	chr3	+	11018597	11018698	11020212	11020322	11017842	11017974	11022335	11022468
1446	"ENSG00000141314.12"	"RHBDL3"	chr17	+	32284658	32284817	32288231	32288369	32267901	32267925	32288791	32289016
1447	"ENSG00000106635.7"	"BCL7B"	chr7	-	73539881	73540052	73543547	73543644	73537933	73538013	73552166	73552242
1448	"ENSG00000106635.7"	"BCL7B"	chr7	-	73542829	73542907	73543547	73543644	73539881	73540052	73552166	73552242
1449	"ENSG00000030419.16"	"IKZF2"	chr2	-	213013790	213013934	213021992	213022130	212999690	213008084	213049712	213049880
1450	"ENSG00000030419.16"	"IKZF2"	chr2	-	213056832	213057099	213097876	213097960	213049712	213049880	213147707	213147812
1451	"ENSG00000030419.16"	"IKZF2"	chr2	-	213056910	213057099	213097876	213097960	213049712	213049880	213147707	213147812
